O*NET-SOC Code,Title,Workplace Example,Element ID,Element Name,Hot Technology,In Demand,Normalized_Tool_Name
11-2011.00,Advertising and Promotions Managers,Adobe Dreamweaver,2.E.4.g,Web page creation and editing software,N,N,Adobe Dreamweaver
11-2011.00,Advertising and Promotions Managers,Adobe Experience Manager (AEM),2.E.4.g,Web page creation and editing software,N,N,Adobe Experience Manager (AEM)
11-2011.00,Advertising and Promotions Managers,Adobe Illustrator,2.E.4.b,Graphics or photo imaging software,Y,N,Adobe Illustrator
11-2011.00,Advertising and Promotions Managers,Adobe InDesign,2.E.4.k,Desktop publishing software,Y,N,Adobe InDesign
11-2011.00,Advertising and Promotions Managers,Adobe PageMaker,2.E.4.k,Desktop publishing software,N,N,Adobe PageMaker
11-2011.00,Advertising and Promotions Managers,Adobe Photoshop,2.E.4.b,Graphics or photo imaging software,Y,N,Adobe Photoshop
11-2011.00,Advertising and Promotions Managers,Adobe Premiere Pro,2.E.4.c,Video creation and editing software,N,N,Adobe Premiere Pro
11-2011.00,Advertising and Promotions Managers,AdRelevance,2.E.6.e,Data base reporting software,N,N,AdRelevance
11-2011.00,Advertising and Promotions Managers,Apple Final Cut Pro,2.E.4.c,Video creation and editing software,N,N,Apple Final Cut Pro
11-2011.00,Advertising and Promotions Managers,Apple iMovie,2.E.4.c,Video creation and editing software,N,N,Apple iMovie
11-2011.00,Advertising and Promotions Managers,Avid Media Composer,2.E.4.c,Video creation and editing software,N,N,Avid Media Composer
11-2011.00,Advertising and Promotions Managers,Brainworks,2.E.2.b,Enterprise resource planning ERP software,N,N,Brainworks
11-2011.00,Advertising and Promotions Managers,Business analysis software,2.E.9.d,Analytical or scientific software,N,N,Business analysis software
11-2011.00,Advertising and Promotions Managers,Constant Contact,2.E.6.c,Customer relationship management CRM software,N,N,Constant Contact
11-2011.00,Advertising and Promotions Managers,Data visualization software,2.E.9.d,Analytical or scientific software,N,N,Data visualization software
11-2011.00,Advertising and Promotions Managers,Data warehousing software,2.E.5.b,Document management software,N,N,Data warehousing software
11-2011.00,Advertising and Promotions Managers,Database software,2.E.6.f,Data base user interface and query software,N,N,Database software
11-2011.00,Advertising and Promotions Managers,Drupal,2.E.7.h,Web platform development software,N,N,Drupal
11-2011.00,Advertising and Promotions Managers,Email software,2.E.16.a,Electronic mail software,N,N,Email software
11-2011.00,Advertising and Promotions Managers,Experience in Software Webplanner,2.E.1.e,Project management software,N,N,Experience in Software Webplanner
11-2011.00,Advertising and Promotions Managers,Extensible markup language XML,2.E.7.c,Enterprise application integration software,Y,N,Extensible markup language XML
11-2011.00,Advertising and Promotions Managers,Facebook,2.E.4.g,Web page creation and editing software,Y,N,Facebook
11-2011.00,Advertising and Promotions Managers,Google Ads,2.E.1.l,Sales and marketing software,N,N,Google Ads
11-2011.00,Advertising and Promotions Managers,Google Analytics,2.E.9.d,Analytical or scientific software,Y,N,Google Analytics
11-2011.00,Advertising and Promotions Managers,Google DoubleClick,2.E.6.m,Business intelligence and data analysis software,N,N,Google DoubleClick
11-2011.00,Advertising and Promotions Managers,Hootsuite,2.E.7.c,Enterprise application integration software,N,N,Hootsuite
11-2011.00,Advertising and Promotions Managers,HubSpot software,2.E.1.l,Sales and marketing software,Y,N,HubSpot software
11-2011.00,Advertising and Promotions Managers,Hypertext markup language HTML,2.E.7.h,Web platform development software,Y,N,Hypertext markup language HTML
11-2011.00,Advertising and Promotions Managers,IBM Lotus Notes,2.E.16.a,Electronic mail software,N,N,IBM Lotus Notes
11-2011.00,Advertising and Promotions Managers,Instagram,2.E.4.g,Web page creation and editing software,N,N,Instagram
11-2011.00,Advertising and Promotions Managers,Inventory tracking software,2.E.1.f,Inventory management software,N,N,Inventory tracking software
11-2011.00,Advertising and Promotions Managers,JavaScript,2.E.7.h,Web platform development software,Y,N,JavaScript
11-2011.00,Advertising and Promotions Managers,LinkedIn,2.E.4.g,Web page creation and editing software,N,N,LinkedIn
11-2011.00,Advertising and Promotions Managers,MailChimp,2.E.16.a,Electronic mail software,N,N,MailChimp
11-2011.00,Advertising and Promotions Managers,Marketo Marketing Automation,2.E.1.l,Sales and marketing software,Y,N,Marketo Marketing Automation
11-2011.00,Advertising and Promotions Managers,MarketSharp,2.E.6.c,Customer relationship management CRM software,N,N,MarketSharp
11-2011.00,Advertising and Promotions Managers,Microsoft Access,2.E.6.f,Data base user interface and query software,Y,N,Microsoft Access
11-2011.00,Advertising and Promotions Managers,Microsoft Dynamics,2.E.2.b,Enterprise resource planning ERP software,N,N,Microsoft Dynamics
11-2011.00,Advertising and Promotions Managers,Microsoft Dynamics Marketing,2.E.6.f,Data base user interface and query software,N,N,Microsoft Dynamics Marketing
11-2011.00,Advertising and Promotions Managers,Microsoft Excel,2.E.4.i,Spreadsheet software,Y,Y,Microsoft Excel
11-2011.00,Advertising and Promotions Managers,Microsoft Office software,2.E.1.k,Office suite software,Y,Y,Microsoft Office software
11-2011.00,Advertising and Promotions Managers,Microsoft Outlook,2.E.16.a,Electronic mail software,Y,N,Microsoft Outlook
11-2011.00,Advertising and Promotions Managers,Microsoft PowerPoint,2.E.4.f,Presentation software,Y,Y,Microsoft PowerPoint
11-2011.00,Advertising and Promotions Managers,Microsoft Project,2.E.1.e,Project management software,Y,N,Microsoft Project
11-2011.00,Advertising and Promotions Managers,Microsoft Publisher,2.E.4.k,Desktop publishing software,N,N,Microsoft Publisher
11-2011.00,Advertising and Promotions Managers,Microsoft SharePoint,2.E.5.b,Document management software,Y,N,Microsoft SharePoint
11-2011.00,Advertising and Promotions Managers,Microsoft SQL Server,2.E.6.d,Data base management system software,Y,N,Microsoft SQL Server
11-2011.00,Advertising and Promotions Managers,Microsoft Windows,2.E.13.c,Operating system software,Y,N,Microsoft Windows
11-2011.00,Advertising and Promotions Managers,Microsoft Word,2.E.4.d,Word processing software,Y,N,Microsoft Word
11-2011.00,Advertising and Promotions Managers,Oracle Eloqua,2.E.6.c,Customer relationship management CRM software,N,N,Oracle Eloqua
11-2011.00,Advertising and Promotions Managers,PaloAlto Advertising Plan Pro,2.E.6.f,Data base user interface and query software,N,N,PaloAlto Advertising Plan Pro
11-2011.00,Advertising and Promotions Managers,Pinterest,2.E.6.h,Information retrieval or search software,N,N,Pinterest
11-2011.00,Advertising and Promotions Managers,Quark enterprise publishing software,2.E.4.k,Desktop publishing software,N,N,Quark enterprise publishing software
11-2011.00,Advertising and Promotions Managers,Relex Weibull,2.E.9.d,Analytical or scientific software,N,N,Relex Weibull
11-2011.00,Advertising and Promotions Managers,Salesforce software,2.E.6.c,Customer relationship management CRM software,Y,N,Salesforce software
11-2011.00,Advertising and Promotions Managers,SAP software,2.E.2.b,Enterprise resource planning ERP software,Y,N,SAP software
11-2011.00,Advertising and Promotions Managers,Scheduling software,2.E.4.h,Calendar and scheduling software,N,N,Scheduling software
11-2011.00,Advertising and Promotions Managers,Social media software,2.E.4.g,Web page creation and editing software,N,N,Social media software
11-2011.00,Advertising and Promotions Managers,Structure query language SQL,2.E.6.f,Data base user interface and query software,N,N,Structure query language SQL
11-2011.00,Advertising and Promotions Managers,Tableau,2.E.6.m,Business intelligence and data analysis software,Y,N,Tableau
11-2011.00,Advertising and Promotions Managers,Twitter,2.E.16.d,Instant messaging software,N,N,Twitter
11-2011.00,Advertising and Promotions Managers,Vimeo,2.E.4.c,Video creation and editing software,N,N,Vimeo
11-2011.00,Advertising and Promotions Managers,Web browser software,2.E.10.e,Internet browser software,N,N,Web browser software
11-2011.00,Advertising and Promotions Managers,WebTrends Analytics,2.E.9.d,Analytical or scientific software,N,N,WebTrends Analytics
11-2011.00,Advertising and Promotions Managers,Webtrends software,2.E.1.l,Sales and marketing software,N,N,Webtrends software
11-2011.00,Advertising and Promotions Managers,WordPress,2.E.4.g,Web page creation and editing software,Y,N,WordPress
11-2011.00,Advertising and Promotions Managers,YouTube,2.E.4.c,Video creation and editing software,N,N,YouTube
11-2021.00,Marketing Managers,Adobe Acrobat,2.E.5.b,Document management software,Y,N,Adobe Acrobat
11-2021.00,Marketing Managers,Adobe Acrobat Reader,2.E.5.b,Document management software,N,N,Adobe Acrobat Reader
11-2021.00,Marketing Managers,Adobe ActionScript,2.E.7.b,Development environment software,N,N,Adobe ActionScript
11-2021.00,Marketing Managers,Adobe After Effects,2.E.4.c,Video creation and editing software,Y,N,Adobe After Effects
11-2021.00,Marketing Managers,Adobe Creative Cloud software,2.E.4.b,Graphics or photo imaging software,Y,N,Adobe Creative Cloud software
11-2021.00,Marketing Managers,Adobe Dreamweaver,2.E.4.g,Web page creation and editing software,N,N,Adobe Dreamweaver
11-2021.00,Marketing Managers,Adobe Illustrator,2.E.4.b,Graphics or photo imaging software,Y,N,Adobe Illustrator
11-2021.00,Marketing Managers,Adobe InDesign,2.E.4.k,Desktop publishing software,Y,N,Adobe InDesign
11-2021.00,Marketing Managers,Adobe Photoshop,2.E.4.b,Graphics or photo imaging software,Y,N,Adobe Photoshop
11-2021.00,Marketing Managers,AdSense Tracker,2.E.6.f,Data base user interface and query software,N,N,AdSense Tracker
11-2021.00,Marketing Managers,AEC Software FastTrack Schedule,2.E.6.f,Data base user interface and query software,N,N,AEC Software FastTrack Schedule
11-2021.00,Marketing Managers,Airtable,2.E.6.f,Data base user interface and query software,N,N,Airtable
11-2021.00,Marketing Managers,Amazon Redshift,2.E.6.f,Data base user interface and query software,Y,N,Amazon Redshift
11-2021.00,Marketing Managers,Amazon Web Services AWS software,2.E.6.f,Data base user interface and query software,Y,N,Amazon Web Services AWS software
11-2021.00,Marketing Managers,Apache Cassandra,2.E.6.d,Data base management system software,Y,N,Apache Cassandra
11-2021.00,Marketing Managers,Apache Hadoop,2.E.6.d,Data base management system software,Y,N,Apache Hadoop
11-2021.00,Marketing Managers,Apache Hive,2.E.6.d,Data base management system software,Y,N,Apache Hive
11-2021.00,Marketing Managers,Apache Pig,2.E.6.d,Data base management system software,N,N,Apache Pig
11-2021.00,Marketing Managers,Apache Solr,2.E.6.d,Data base management system software,N,N,Apache Solr
11-2021.00,Marketing Managers,Apple Final Cut Pro,2.E.4.c,Video creation and editing software,N,N,Apple Final Cut Pro
11-2021.00,Marketing Managers,Apple Keynote,2.E.4.f,Presentation software,N,N,Apple Keynote
11-2021.00,Marketing Managers,Apple macOS,2.E.13.c,Operating system software,Y,N,Apple macOS
11-2021.00,Marketing Managers,Armand Morin MultiTrack Generator,2.E.6.l,Transaction server software,N,N,Armand Morin MultiTrack Generator
11-2021.00,Marketing Managers,Asana,2.E.16.i,Cloud-based data access and sharing software,Y,N,Asana
11-2021.00,Marketing Managers,Atlassian Confluence,2.E.1.e,Project management software,Y,N,Atlassian Confluence
11-2021.00,Marketing Managers,Atlassian JIRA,2.E.5.a,Content workflow software,Y,Y,Atlassian JIRA
11-2021.00,Marketing Managers,Blackbaud The Raiser's Edge,2.E.6.c,Customer relationship management CRM software,N,N,Blackbaud The Raiser's Edge
11-2021.00,Marketing Managers,C,2.E.7.b,Development environment software,Y,N,C
11-2021.00,Marketing Managers,Canva,2.E.4.b,Graphics or photo imaging software,Y,N,Canva
11-2021.00,Marketing Managers,Cascading style sheets CSS,2.E.7.h,Web platform development software,Y,N,Cascading style sheets CSS
11-2021.00,Marketing Managers,Citrix cloud computing software,2.E.12.a,Access software,N,N,Citrix cloud computing software
11-2021.00,Marketing Managers,ClearEDGE,2.E.6.f,Data base user interface and query software,N,N,ClearEDGE
11-2021.00,Marketing Managers,Constant Contact,2.E.6.c,Customer relationship management CRM software,N,N,Constant Contact
11-2021.00,Marketing Managers,Database reporting software,2.E.6.e,Data base reporting software,N,N,Database reporting software
11-2021.00,Marketing Managers,Database software,2.E.6.f,Data base user interface and query software,N,N,Database software
11-2021.00,Marketing Managers,Databox,2.E.6.f,Data base user interface and query software,N,N,Databox
11-2021.00,Marketing Managers,Delphi Technology,2.E.2.d,Financial analysis software,N,N,Delphi Technology
11-2021.00,Marketing Managers,Dropbox,2.E.16.i,Cloud-based data access and sharing software,N,N,Dropbox
11-2021.00,Marketing Managers,Drupal,2.E.7.h,Web platform development software,N,N,Drupal
11-2021.00,Marketing Managers,Dynamic hypertext markup language DHTML,2.E.7.h,Web platform development software,N,N,Dynamic hypertext markup language DHTML
11-2021.00,Marketing Managers,Eko,2.E.10.b,Desktop communications software,N,N,Eko
11-2021.00,Marketing Managers,Elasticsearch,2.E.6.d,Data base management system software,Y,N,Elasticsearch
11-2021.00,Marketing Managers,Evernote,2.E.4.d,Word processing software,N,N,Evernote
11-2021.00,Marketing Managers,Extensible hypertext markup language XHTML,2.E.7.h,Web platform development software,N,N,Extensible hypertext markup language XHTML
11-2021.00,Marketing Managers,Extensible markup language XML,2.E.7.c,Enterprise application integration software,Y,N,Extensible markup language XML
11-2021.00,Marketing Managers,Facebook,2.E.4.g,Web page creation and editing software,Y,N,Facebook
11-2021.00,Marketing Managers,Figma,2.E.7.d,Graphical user interface development software,Y,N,Figma
11-2021.00,Marketing Managers,FileMaker Pro,2.E.6.f,Data base user interface and query software,N,N,FileMaker Pro
11-2021.00,Marketing Managers,Flipgrid,2.E.4.c,Video creation and editing software,N,N,Flipgrid
11-2021.00,Marketing Managers,Fund accounting software,2.E.2.a,Accounting software,N,N,Fund accounting software
11-2021.00,Marketing Managers,GitHub,2.E.10.a,Application server software,Y,N,GitHub
11-2021.00,Marketing Managers,Google Ads,2.E.1.l,Sales and marketing software,N,N,Google Ads
